Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),PLENUM-1:Zone Air Temperature [C](TimeStep),SPACE1-1:Zone Air Temperature [C](TimeStep),SPACE2-1:Zone Air Temperature [C](TimeStep),SPACE3-1:Zone Air Temperature [C](TimeStep),SPACE4-1:Zone Air Temperature [C](TimeStep),SPACE5-1:Zone Air Temperature [C](TimeStep),CHILLED WATER LOOP:Plant Supply Side Inlet Temperature [C](TimeStep),CHILLED WATER LOOP:Plant Supply Side Outlet Temperature [C](TimeStep),SPACE1-1 VAV REHEAT:Zone Air Terminal VAV Damper Position [](TimeStep),SPACE2-1 VAV REHEAT:Zone Air Terminal VAV Damper Position [](TimeStep),SPACE3-1 VAV REHEAT:Zone Air Terminal VAV Damper Position [](TimeStep),SPACE4-1 VAV REHEAT:Zone Air Terminal VAV Damper Position [](TimeStep),SPACE5-1 VAV REHEAT:Zone Air Terminal VAV Damper Position [](TimeStep),SUPPLY FAN 1:Fan Electric Power [W](TimeStep),CENTRAL CHILLER:Chiller Electric Power [W](TimeStep),HW CIRC PUMP:Pump Electric Power [W](TimeStep),CW CIRC PUMP:Pump Electric Power [W](TimeStep),CW DEMAND INLET NODE:System Node Temperature [C](TimeStep),CW DEMAND ENTRANCE PIPE OUTLET NODE:System Node Temperature [C](TimeStep),CW DEMAND EXIT PIPE INLET NODE:System Node Temperature [C](TimeStep),CW DEMAND OUTLET NODE:System Node Temperature [C](TimeStep),SUPPLY SIDE EXIT PIPE INLET NODE:System Node Temperature [C](TimeStep),CW SUPPLY OUTLET NODE:System Node Temperature [C](TimeStep),CENTRAL CHILLER INLET NODE:System Node Temperature [C](TimeStep),CENTRAL CHILLER OUTLET NODE:System Node Temperature [C](TimeStep) 
 06/04  00:01:00,17.2,22.4026851298712,20.7978111233208,20.85978138083,20.795082722641,20.8823375808885,21.2193159439124,8.67699914266749,13.3762493325072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.30477888940947,7.30477888940947,7.30477888940947,13.8625831661532,8.67699914266749,13.3762493325072,8.67699914266749,8.67699914266749 
 06/04  00:02:00,17.2,22.3927657580564,20.7939073470407,20.8556688441629,20.7909596712082,20.8779942225755,21.2164506617656,8.67699914266749,13.3875027061389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.30477888940947,7.30477888940947,7.30477888940947,13.872397825752,8.67699914266749,13.3875027061389,8.67699914266749,8.67699914266749 
 06/04  00:03:00,17.2,22.382859554597,20.7899913824214,20.8515344845178,20.7868063059247,20.8736313840325,21.213593660166,8.67699914266749,13.3987268068296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.30477888940947,7.30477888940947,7.30477888940947,13.8821869721747,8.67699914266749,13.3987268068296,8.67699914266749,8.67699914266749 
 06/04  00:04:00,17.2,22.3729670321168,20.7860638162863,20.8473793117971,20.7826234659306,20.8692500521297,21.2107449371912,8.67699914266749,13.4099219753402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.30477888940947,7.30477888940947,7.30477888940947,13.891950903923,8.67699914266749,13.4099219753402,8.67699914266749,8.67699914266749 
 06/04  00:05:00,17.2,22.3630880041417,20.7821275299373,20.8432073388878,20.7784156086668,20.8648542185353,21.2079044851413,8.67699914266749,13.4210883701485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.30477888940947,7.30477888940947,7.30477888940947,13.9016897601039,8.67699914266749,13.4210883701485,8.67699914266749,8.67699914266749 
 06/04  00:06:00,17.2,22.3532233348545,20.7781856807363,20.8390229330939,20.7741876719686,20.8604482297354,21.2050722985504,8.67699914266749,13.4322260653449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.30477888940947,7.30477888940947,7.30477888940947,13.9114036058585,8.67699914266749,13.4322260653449,8.67699914266749,8.67699914266749 
 06/04  00:07:00,17.2,22.343372943756,20.774241009114,20.8348298737502,20.7699439776675,20.8560358441158,21.2022483683566,8.67699914266749,13.4433350964982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.30477888940947,7.30477888940947,7.30477888940947,13.9210924724782,8.67699914266749,13.4433350964982,8.67699914266749,8.67699914266749 
 06/04  00:08:00,17.2,22.3335377379337,20.7702957866806,20.8306312664317,20.7656881316634,20.85162014612,21.1994326849081,8.67699914266749,13.4544154821261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.30477888940947,7.30477888940947,7.30477888940947,13.930756376226,8.67699914266749,13.4544154821261,8.67699914266749,8.67699914266749 
 06/04  00:09:00,17.2,22.3237176001951,20.7663519228236,20.8264296883099,20.7614231833581,20.8472036916858,21.196625232009,8.67699914266749,13.4654672337282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.30477888940947,7.30477888940947,7.30477888940947,13.9403953271528,8.67699914266749,13.4654672337282,8.67699914266749,8.67699914266749 
 06/04  00:10:00,17.2,22.3139134361158,20.7624110653807,20.8222273299737,20.7571517771178,20.8427886501516,21.1938259914439,8.67699914266749,13.4764903604581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.30477888940947,7.30477888940947,7.30477888940947,13.9500093332116,8.67699914266749,13.4764903604581,8.67699914266749,8.67699914266749 
 06/04  00:11:00,17.2,22.3041250876787,20.7584746530421,20.818026077666,20.7528762352477,20.8383768865411,21.1910349380158,8.67699914266749,13.4874848712822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.30477888940947,7.30477888940947,7.30477888940947,13.959598402164,8.67699914266749,13.4874848712822,8.67699914266749,8.67699914266749 
 06/04  00:12:00,17.2,22.2943534599682,20.7545439496811,20.8138275657214,20.7485986089053,20.8339700140342,21.1882520448813,8.67699914266749,13.4984507759625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.30477888940947,7.30477888940947,7.30477888940947,13.9691625424501,8.67699914266749,13.4984507759625,8.67699914266749,8.67699914266749 
 06/04  00:13:00,17.2,22.2845983561559,20.7506200612283,20.8096332075521,20.7443207063038,20.8295694249665,21.1854772787882,8.67699914266749,13.5093880854878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.30477888940947,7.30477888940947,7.30477888940947,13.9787017635719,8.67699914266749,13.5093880854878,8.67699914266749,8.67699914266749 
 06/04  00:14:00,17.2,22.2748606791904,20.7467039570414,20.8054442270248,20.7400441232916,20.8251763222251,21.1827106057113,8.67699914266749,13.5202968122482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.30477888940947,7.30477888940947,7.30477888940947,13.9882160762492,8.67699914266749,13.5202968122482,8.67699914266749,8.67699914266749 
 06/04  00:15:00,17.2,22.2651401935629,20.7427964823832,20.8012616808381,20.735770264695,20.8207917416343,21.1799519860373,8.67699914266749,13.5311769700907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.30477888940947,7.30477888940947,7.30477888940947,13.9977054924696,8.67699914266749,13.5311769700907,8.67699914266749,8.67699914266749 
 06/04  00:16:00,17.2,22.2554377985283,20.7388983771915,20.7970864843214,20.7315003708481,20.8164165777684,21.1772013803556,8.67699914266749,13.5420285743181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.30477888940947,7.30477888940947,7.30477888940947,14.0071700254897,8.67699914266749,13.5420285743181,8.67699914266749,8.67699914266749 
 06/04  00:17:00,17.2,22.2457532208224,20.7350102854642,20.7929194281481,20.7272355342774,20.8120516006699,21.1744587445163,8.67699914266749,13.5528516416652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.30477888940947,7.30477888940947,7.30477888940947,14.0166096898137,8.67699914266749,13.5528516416652,8.67699914266749,8.67699914266749 
 06/04  00:18:00,17.2,22.2360873553324,20.7311327708315,20.7887611985463,20.722976721315,20.8076974760712,21.1717240355118,8.67699914266749,13.5636461902618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.30477888940947,7.30477888940947,7.30477888940947,14.0260245011623,8.67699914266749,13.5636461902618,8.67699914266749,8.67699914266749 
 06/04  00:19:00,17.2,22.2264398925773,20.7272663227284,20.7846123887431,20.7187247839184,20.8033547768418,21.1689972063764,8.67699914266749,13.574412239594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.30477888940947,7.30477888940947,7.30477888940947,14.0354144764384,8.67699914266749,13.574412239594,8.67699914266749,8.67699914266749 
 06/04  00:20:00,17.2,22.2168117228521,20.723411369239,20.7804735146672,20.7144804770675,20.7990239987002,21.1662782121226,8.67699914266749,13.585149810462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.30477888940947,7.30477888940947,7.30477888940947,14.0447796336913,8.67699914266749,13.585149810462,8.67699914266749,8.67699914266749 
 06/04  00:21:00,17.2,22.2072025022654,20.71956828078,20.776345022467,20.7102444668102,20.7947055677321,21.1635670044743,8.67699914266749,13.5958589249402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.30477888940947,7.30477888940947,7.30477888940947,14.0541199920807,8.67699914266749,13.5958589249402,8.67699914266749,8.67699914266749 
 06/04  00:22:00,17.2,22.1976131165134,20.7157373809198,20.7722273009625,20.7060173445147,20.7903998528515,21.1608635378406,8.67699914266749,13.6065396063365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.30477888940947,7.30477888940947,7.30477888940947,14.0634355718423,8.67699914266749,13.6065396063365,8.67699914266749,8.67699914266749 
 06/04  00:23:00,17.2,22.188043189214,20.7119189481906,20.7681206863166,20.7017996320812,20.7861071704709,21.158167763886,8.67699914266749,13.6171918791538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.30477888940947,7.30477888940947,7.30477888940947,14.072726394254,8.67699914266749,13.6171918791538,8.67699914266749,8.67699914266749 
 06/04  00:24:00,17.2,22.1784936015675,20.7081132253885,20.7640254721273,20.6975917938284,20.781827794601,21.155479637534,8.67699914266749,13.6278157690523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.30477888940947,7.30477888940947,7.30477888940947,14.0819924816025,8.67699914266749,13.6278157690523,8.67699914266749,8.67699914266749 
 06/04  00:25:00,17.2,22.1689639466439,20.7043204199547,20.7599419120045,20.6933942395418,20.7775619594268,21.152799111386,8.67699914266749,13.6384113028128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.30477888940947,7.30477888940947,7.30477888940947,14.0912338571521,8.67699914266749,13.6384113028128,8.67699914266749,8.67699914266749 
 06/04  00:26:00,17.2,22.1594551012978,20.7005407121253,20.7558702279329,20.6892073345637,20.7733098676761,21.1501261417509,8.67699914266749,13.6489785083021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.30477888940947,7.30477888940947,7.30477888940947,14.1004505451139,8.67699914266749,13.6489785083021,8.67699914266749,8.67699914266749 
 06/04  00:27:00,17.2,22.1499666299586,20.6967742542118,20.7518106113011,20.6850314011811,20.7690716916478,21.147460682926,8.67699914266749,13.6595174144382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.30477888940947,7.30477888940947,7.30477888940947,14.1096425706159,8.67699914266749,13.6595174144382,8.67699914266749,8.67699914266749 
 06/04  00:28:00,17.2,22.1404994052942,20.693021177881,20.747763229995,20.6808667273511,20.7648475803107,21.1448026932532,8.67699914266749,13.6700280511581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.30477888940947,7.30477888940947,7.30477888940947,14.1188099596746,8.67699914266749,13.6700280511581,8.67699914266749,8.67699914266749 
